name,sex,age,Passenger_Class,fare,Sibling_Spouses,Parents_Children,embarked,survived
"Boulos, Miss. Nourelain",Female,9.0,3,15.2458,1,1,C,0
"Boulos, Mr. Hanna",Male,28.0,3,7.225,0,0,C,0
"Boulos, Mrs. Joseph (Sultana)",Female,28.0,3,15.2458,0,2,C,0
"Bourke, Miss. Mary",Female,28.0,3,7.75,0,2,Q,0
"Bourke, Mr. John",Male,40.0,3,15.5,1,1,Q,0
"Bourke, Mrs. John (Catherine)",Female,32.0,3,15.5,1,1,Q,0
"Bowen, Mr. David John ""Dai""",Male,21.0,3,16.1,0,0,S,0
"Bradley, Miss. Bridget Delia",Female,22.0,3,7.725,0,0,Q,1
"Braf, Miss. Elin Ester Maria",Female,20.0,3,7.8542,0,0,S,0
"Braund, Mr. Lewis Richard",Male,29.0,3,7.0458,1,0,S,0
"Braund, Mr. Owen Harris",Male,22.0,3,7.25,1,0,S,0
"Brobeck, Mr. Karl Rudolf",Male,22.0,3,7.7958,0,0,S,0
"Brocklebank, Mr. William Alfred",Male,35.0,3,8.05,0,0,S,0
"Buckley, Miss. Katherine",Female,18.5,3,7.2833,0,0,Q,0
"Buckley, Mr. Daniel",Male,21.0,3,7.8208,0,0,Q,1
"Burke, Mr. Jeremiah",Male,19.0,3,6.75,0,0,Q,0
"Burns, Miss. Mary Delia",Female,18.0,3,7.8792,0,0,Q,0
"Cacic, Miss. Manda",Female,21.0,3,8.6625,0,0,S,0
"Cacic, Miss. Marija",Female,30.0,3,8.6625,0,0,S,0
"Cacic, Mr. Jego Grga",Male,18.0,3,8.6625,0,0,S,0
"Cacic, Mr. Luka",Male,38.0,3,8.6625,0,0,S,0
"Calic, Mr. Jovo",Male,17.0,3,8.6625,0,0,S,0
"Calic, Mr. Petar",Male,17.0,3,8.6625,0,0,S,0
"Canavan, Miss. Mary",Female,21.0,3,7.75,0,0,Q,0
"Canavan, Mr. Patrick",Male,21.0,3,7.75,0,0,Q,0
"Cann, Mr. Ernest Charles",Male,21.0,3,8.05,0,0,S,0
"Caram, Mr. Joseph",Male,28.0,3,14.4583,1,0,C,0
"Caram, Mrs. Joseph (Maria Elias)",Female,28.0,3,14.4583,1,0,C,0
"Carlsson, Mr. August Sigfrid",Male,28.0,3,7.7958,0,0,S,0
"Carlsson, Mr. Carl Robert",Male,24.0,3,7.8542,0,0,S,0
"Carr, Miss. Helen ""Ellen""",Female,16.0,3,7.75,0,0,Q,1
"Carr, Miss. Jeannie",Female,37.0,3,7.75,0,0,Q,0
"Carver, Mr. Alfred John",Male,28.0,3,7.25,0,0,S,0
"Celotti, Mr. Francesco",Male,24.0,3,8.05,0,0,S,0
"Charters, Mr. David",Male,21.0,3,7.7333,0,0,Q,0
"Chip, Mr. Chang",Male,32.0,3,56.4958,0,0,S,1
"Christmann, Mr. Emil",Male,29.0,3,8.05,0,0,S,0
"Chronopoulos, Mr. Apostolos",Male,26.0,3,14.4542,1,0,C,0
"Chronopoulos, Mr. Demetrios",Male,18.0,3,14.4542,1,0,C,0
"Coelho, Mr. Domingos Fernandeo",Male,20.0,3,7.05,0,0,S,0
"Cohen, Mr. Gurshon ""Gus""",Male,18.0,3,8.05,0,0,S,1
"Colbert, Mr. Patrick",Male,24.0,3,7.25,0,0,Q,0
"Coleff, Mr. Peju",Male,36.0,3,7.4958,0,0,S,0
"Coleff, Mr. Satio",Male,24.0,3,7.4958,0,0,S,0
"Conlon, Mr. Thomas Henry",Male,31.0,3,7.7333,0,0,Q,0
"Connaghton, Mr. Michael",Male,31.0,3,7.75,0,0,Q,0
"Connolly, Miss. Kate",Female,22.0,3,7.75,0,0,Q,1
"Connolly, Miss. Kate",Female,30.0,3,7.6292,0,0,Q,0
"Connors, Mr. Patrick",Male,70.5,3,7.75,0,0,Q,0
"Cook, Mr. Jacob",Male,43.0,3,8.05,0,0,S,0
"Cor, Mr. Bartol",Male,35.0,3,7.8958,0,0,S,0
"Cor, Mr. Ivan",Male,27.0,3,7.8958,0,0,S,0
"Cor, Mr. Liudevit",Male,19.0,3,7.8958,0,0,S,0
"Corn, Mr. Harry",Male,30.0,3,8.05,0,0,S,0
"Coutts, Master. Eden Leslie ""Neville""",Male,9.0,3,15.9,1,1,S,1
"Coutts, Master. William Loch ""William""",Male,3.0,3,15.9,1,1,S,1
"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",Female,36.0,3,15.9,0,2,S,1
"Coxon, Mr. Daniel",Male,59.0,3,7.25,0,0,S,0
"Crease, Mr. Ernest James",Male,19.0,3,8.1583,0,0,S,0
"Cribb, Miss. Laura Alice",Female,17.0,3,16.1,0,1,S,1
"Cribb, Mr. John Hatfield",Male,44.0,3,16.1,0,1,S,0
"Culumovic, Mr. Jeso",Male,17.0,3,8.6625,0,0,S,0
"Daher, Mr. Shedid",Male,22.5,3,7.225,0,0,C,0
"Dahl, Mr. Karl Edwart",Male,45.0,3,8.05,0,0,S,1
"Dahlberg, Miss. Gerda Ulrika",Female,22.0,3,10.5167,0,0,S,0
"Dakic, Mr. Branko",Male,19.0,3,10.1708,0,0,S,0
"Daly, Miss. Margaret Marcella ""Maggie""",Female,30.0,3,6.95,0,0,Q,1
"Daly, Mr. Eugene Patrick",Male,29.0,3,7.75,0,0,Q,1
"Danbom, Master. Gilbert Sigvard Emanuel",Male,0.3333,3,14.4,0,2,S,0
"Danbom, Mr. Ernst Gilbert",Male,34.0,3,14.4,1,1,S,0
"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Female,28.0,3,14.4,1,1,S,0
"Danoff, Mr. Yoto",Male,27.0,3,7.8958,0,0,S,0
"Dantcheff, Mr. Ristiu",Male,25.0,3,7.8958,0,0,S,0
"Davies, Mr. Alfred J",Male,24.0,3,24.15,2,0,S,0
"Davies, Mr. Evan",Male,22.0,3,8.05,0,0,S,0
"Davies, Mr. John Samuel",Male,21.0,3,24.15,2,0,S,0
"Davies, Mr. Joseph",Male,17.0,3,8.05,2,0,S,0
"Davison, Mr. Thomas Henry",Male,28.0,3,16.1,1,0,S,0
"Davison, Mrs. Thomas Henry (Mary E Finck)",Female,28.0,3,16.1,1,0,S,1
"de Messemaeker, Mr. Guillaume Joseph",Male,36.5,3,17.4,1,0,S,1
"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Female,36.0,3,17.4,1,0,S,1
"de Mulder, Mr. Theodore",Male,30.0,3,9.5,0,0,S,1
"de Pelsmaeker, Mr. Alfons",Male,16.0,3,9.5,0,0,S,0
"Dean, Master. Bertram Vere",Male,1.0,3,20.575,1,2,S,1
"Dean, Miss. Elizabeth Gladys ""Millvina""",Female,0.1667,3,20.575,1,2,S,1
"Dean, Mr. Bertram Frank",Male,26.0,3,20.575,1,2,S,0
"Dean, Mrs. Bertram (Eva Georgetta Light)",Female,33.0,3,20.575,1,2,S,1
"Delalic, Mr. Redjo",Male,25.0,3,7.8958,0,0,S,0
"Demetri, Mr. Marinko",Male,28.0,3,7.8958,0,0,S,0
"Denkoff, Mr. Mitto",Male,28.0,3,7.8958,0,0,S,0
"Dennis, Mr. Samuel",Male,22.0,3,7.25,0,0,S,0
"Dennis, Mr. William",Male,36.0,3,7.25,0,0,S,0
"Devaney, Miss. Margaret Delia",Female,19.0,3,7.8792,0,0,Q,1
"Dika, Mr. Mirko",Male,17.0,3,7.8958,0,0,S,0
"Dimic, Mr. Jovan",Male,42.0,3,8.6625,0,0,S,0
"Dintcheff, Mr. Valtcho",Male,43.0,3,7.8958,0,0,S,0
"Doharr, Mr. Tannous",Male,28.0,3,7.2292,0,0,C,0
"Dooley, Mr. Patrick",Male,32.0,3,7.75,0,0,Q,0
"Dorking, Mr. Edward Arthur",Male,19.0,3,8.05,0,0,S,1
"Dowdell, Miss. Elizabeth",Female,30.0,3,12.475,0,0,S,1
"Doyle, Miss. Elizabeth",Female,24.0,3,7.75,0,0,Q,0
"Drapkin, Miss. Jennie",Female,23.0,3,8.05,0,0,S,1
"Drazenoic, Mr. Jozef",Male,33.0,3,7.8958,0,0,C,0
"Duane, Mr. Frank",Male,65.0,3,7.75,0,0,Q,0
"Duquemin, Mr. Joseph",Male,24.0,3,7.55,0,0,S,1
"Dyker, Mr. Adolf Fredrik",Male,23.0,3,13.9,1,0,S,0
"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",Female,22.0,3,13.9,1,0,S,1
"Edvardsson, Mr. Gustaf Hjalmar",Male,18.0,3,7.775,0,0,S,0
"Eklund, Mr. Hans Linus",Male,16.0,3,7.775,0,0,S,0
"Ekstrom, Mr. Johan",Male,45.0,3,6.975,0,0,S,0
"Elias, Mr. Dibo",Male,28.0,3,7.225,0,0,C,0
"Elias, Mr. Joseph",Male,39.0,3,7.2292,0,2,C,0
"Elias, Mr. Joseph Jr",Male,17.0,3,7.2292,1,1,C,0
"Elias, Mr. Tannous",Male,15.0,3,7.2292,1,1,C,0
"Elsbury, Mr. William James",Male,47.0,3,7.25,0,0,S,0
"Emanuel, Miss. Virginia Ethel",Female,5.0,3,12.475,0,0,S,1
"Emir, Mr. Farred Chehab",Male,28.0,3,7.225,0,0,C,0
"Everett, Mr. Thomas James",Male,40.5,3,15.1,0,0,S,0
"Farrell, Mr. James",Male,40.5,3,7.75,0,0,Q,0
"Finoli, Mr. Luigi",Male,28.0,3,7.05,0,0,S,1
"Fischer, Mr. Eberhard Thelander",Male,18.0,3,7.7958,0,0,S,0
"Fleming, Miss. Honora",Female,28.0,3,7.75,0,0,Q,0
"Flynn, Mr. James",Male,28.0,3,7.75,0,0,Q,0
"Flynn, Mr. John",Male,28.0,3,6.95,0,0,Q,0
"Foley, Mr. Joseph",Male,26.0,3,7.8792,0,0,Q,0
"Foley, Mr. William",Male,28.0,3,7.75,0,0,Q,0
"Foo, Mr. Choong",Male,28.0,3,56.4958,0,0,S,1
"Ford, Miss. Doolina Margaret ""Daisy""",Female,21.0,3,34.375,2,2,S,0
"Ford, Miss. Robina Maggie ""Ruby""",Female,9.0,3,34.375,2,2,S,0
"Ford, Mr. Arthur",Male,28.0,3,8.05,0,0,S,0
"Ford, Mr. Edward Watson",Male,18.0,3,34.375,2,2,S,0
"Ford, Mr. William Neal",Male,16.0,3,34.375,1,3,S,0
"Ford, Mrs. Edward (Margaret Ann Watson)",Female,48.0,3,34.375,1,3,S,0
"Fox, Mr. Patrick",Male,28.0,3,7.75,0,0,Q,0
"Franklin, Mr. Charles (Charles Fardon)",Male,28.0,3,7.25,0,0,S,0
"Gallagher, Mr. Martin",Male,25.0,3,7.7417,0,0,Q,0
"Garfirth, Mr. John",Male,28.0,3,14.5,0,0,S,0
"Gheorgheff, Mr. Stanio",Male,28.0,3,7.8958,0,0,C,0
"Gilinski, Mr. Eliezer",Male,22.0,3,8.05,0,0,S,0
"Gilnagh, Miss. Katherine ""Katie""",Female,16.0,3,7.7333,0,0,Q,1
"Glynn, Miss. Mary Agatha",Female,28.0,3,7.75,0,0,Q,1
"Goldsmith, Master. Frank John William ""Frankie""",Male,9.0,3,20.525,0,2,S,1
"Goldsmith, Mr. Frank John",Male,33.0,3,20.525,1,1,S,0
"Goldsmith, Mr. Nathan",Male,41.0,3,7.85,0,0,S,0
"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Female,31.0,3,20.525,1,1,S,1
"Goncalves, Mr. Manuel Estanslas",Male,38.0,3,7.05,0,0,S,0
"Goodwin, Master. Harold Victor",Male,9.0,3,46.9,5,2,S,0
"Goodwin, Master. Sidney Leonard",Male,1.0,3,46.9,5,2,S,0
"Goodwin, Master. William Frederick",Male,11.0,3,46.9,5,2,S,0
"Goodwin, Miss. Jessie Allis",Female,10.0,3,46.9,5,2,S,0
"Goodwin, Miss. Lillian Amy",Female,16.0,3,46.9,5,2,S,0
"Goodwin, Mr. Charles Edward",Male,14.0,3,46.9,5,2,S,0
"Goodwin, Mr. Charles Frederick",Male,40.0,3,46.9,1,6,S,0
"Goodwin, Mrs. Frederick (Augusta Tyler)",Female,43.0,3,46.9,1,6,S,0
"Green, Mr. George Henry",Male,51.0,3,8.05,0,0,S,0
"Gronnestad, Mr. Daniel Danielsen",Male,32.0,3,8.3625,0,0,S,0
"Guest, Mr. Robert",Male,28.0,3,8.05,0,0,S,0
"Gustafsson, Mr. Alfred Ossian",Male,20.0,3,9.8458,0,0,S,0
"Gustafsson, Mr. Anders Vilhelm",Male,37.0,3,7.925,2,0,S,0
"Gustafsson, Mr. Johan Birger",Male,28.0,3,7.925,2,0,S,0
"Gustafsson, Mr. Karl Gideon",Male,19.0,3,7.775,0,0,S,0
"Haas, Miss. Aloisia",Female,24.0,3,8.85,0,0,S,0
"Hagardon, Miss. Kate",Female,17.0,3,7.7333,0,0,Q,0
"Hagland, Mr. Ingvald Olai Olsen",Male,28.0,3,19.9667,1,0,S,0
"Hagland, Mr. Konrad Mathias Reiersen",Male,28.0,3,19.9667,1,0,S,0
"Hakkarainen, Mr. Pekka Pietari",Male,28.0,3,15.85,1,0,S,0
"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Female,24.0,3,15.85,1,0,S,1
"Hampe, Mr. Leon",Male,20.0,3,9.5,0,0,S,0
"Hanna, Mr. Mansour",Male,23.5,3,7.2292,0,0,C,0
"Hansen, Mr. Claus Peter",Male,41.0,3,14.1083,2,0,S,0
"Hansen, Mr. Henrik Juul",Male,26.0,3,7.8542,1,0,S,0
"Hansen, Mr. Henry Damsgaard",Male,21.0,3,7.8542,0,0,S,0
"Hansen, Mrs. Claus Peter (Jennie L Howard)",Female,45.0,3,14.1083,1,0,S,1
"Harknett, Miss. Alice Phoebe",Female,28.0,3,7.55,0,0,S,0
"Harmer, Mr. Abraham (David Lishin)",Male,25.0,3,7.25,0,0,S,0
"Hart, Mr. Henry",Male,28.0,3,6.8583,0,0,Q,0
"Hassan, Mr. Houssein G N",Male,11.0,3,18.7875,0,0,C,0
"Healy, Miss. Hanora ""Nora""",Female,28.0,3,7.75,0,0,Q,1
"Hedman, Mr. Oskar Arvid",Male,27.0,3,6.975,0,0,S,1
"Hee, Mr. Ling",Male,28.0,3,56.4958,0,0,S,1
"Hegarty, Miss. Hanora ""Nora""",Female,18.0,3,6.75,0,0,Q,0
"Heikkinen, Miss. Laina",Female,26.0,3,7.925,0,0,S,1
"Heininen, Miss. Wendla Maria",Female,23.0,3,7.925,0,0,S,0
"Hellstrom, Miss. Hilda Maria",Female,22.0,3,8.9625,0,0,S,1
"Hendekovic, Mr. Ignjac",Male,28.0,3,7.8958,0,0,S,0
"Henriksson, Miss. Jenny Lovisa",Female,28.0,3,7.775,0,0,S,0
"Henry, Miss. Delia",Female,28.0,3,7.75,0,0,Q,0
"Hirvonen, Miss. Hildur E",Female,2.0,3,12.2875,0,1,S,1
"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",Female,22.0,3,12.2875,1,1,S,1
"Holm, Mr. John Fredrik Alexander",Male,43.0,3,6.45,0,0,S,0
"Holthen, Mr. Johan Martin",Male,28.0,3,22.525,0,0,S,0
"Honkanen, Miss. Eliina",Female,27.0,3,7.925,0,0,S,1
"Horgan, Mr. John",Male,28.0,3,7.75,0,0,Q,0
"Howard, Miss. May Elizabeth",Female,28.0,3,8.05,0,0,S,1
"Humblen, Mr. Adolf Mathias Nicolai Olsen",Male,42.0,3,7.65,0,0,S,0
"Hyman, Mr. Abraham",Male,28.0,3,7.8875,0,0,S,1
"Ibrahim Shawah, Mr. Yousseff",Male,30.0,3,7.2292,0,0,C,0
"Ilieff, Mr. Ylio",Male,28.0,3,7.8958,0,0,S,0
"Ilmakangas, Miss. Ida Livija",Female,27.0,3,7.925,1,0,S,0
"Ilmakangas, Miss. Pieta Sofia",Female,25.0,3,7.925,1,0,S,0
"Ivanoff, Mr. Kanio",Male,28.0,3,7.8958,0,0,S,0
"Jalsevac, Mr. Ivan",Male,29.0,3,7.8958,0,0,C,1
"Jansson, Mr. Carl Olof",Male,21.0,3,7.7958,0,0,S,1
"Jardin, Mr. Jose Neto",Male,28.0,3,7.05,0,0,S,0
"Jensen, Mr. Hans Peder",Male,20.0,3,7.8542,0,0,S,0
"Jensen, Mr. Niels Peder",Male,48.0,3,7.8542,0,0,S,0
"Jensen, Mr. Svend Lauritz",Male,17.0,3,7.0542,1,0,S,0
"Jermyn, Miss. Annie",Female,28.0,3,7.75,0,0,Q,1
"Johannesen-Bratthammer, Mr. Bernt",Male,28.0,3,8.1125,0,0,S,1
"Johanson, Mr. Jakob Alfred",Male,34.0,3,6.4958,0,0,S,0
"Johansson Palmquist, Mr. Oskar Leander",Male,26.0,3,7.775,0,0,S,1
"Johansson, Mr. Erik",Male,22.0,3,7.7958,0,0,S,0
"Johansson, Mr. Gustaf Joel",Male,33.0,3,8.6542,0,0,S,0
"Johansson, Mr. Karl Johan",Male,31.0,3,7.775,0,0,S,0
"Johansson, Mr. Nils",Male,29.0,3,7.8542,0,0,S,0
"Johnson, Master. Harold Theodor",Male,4.0,3,11.1333,1,1,S,1
"Johnson, Miss. Eleanor Ileen",Female,1.0,3,11.1333,1,1,S,1
"Johnson, Mr. Alfred",Male,49.0,3,0.0,0,0,S,0
"Johnson, Mr. Malkolm Joackim",Male,33.0,3,7.775,0,0,S,0
"Johnson, Mr. William Cahoone Jr",Male,19.0,3,0.0,0,0,S,0
"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",Female,27.0,3,11.1333,0,2,S,1
"Johnston, Master. William Arthur ""Willie""",Male,28.0,3,23.45,1,2,S,0
"Johnston, Miss. Catherine Helen ""Carrie""",Female,28.0,3,23.45,1,2,S,0
"Johnston, Mr. Andrew G",Male,28.0,3,23.45,1,2,S,0
"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",Female,28.0,3,23.45,1,2,S,0
"Jonkoff, Mr. Lalio",Male,23.0,3,7.8958,0,0,S,0
"Jonsson, Mr. Carl",Male,32.0,3,7.8542,0,0,S,1
"Jonsson, Mr. Nils Hilding",Male,27.0,3,7.8542,0,0,S,0
"Jussila, Miss. Katriina",Female,20.0,3,9.825,1,0,S,0
"Jussila, Miss. Mari Aina",Female,21.0,3,9.825,1,0,S,0
"Jussila, Mr. Eiriik",Male,32.0,3,7.925,0,0,S,1
"Kallio, Mr. Nikolai Erland",Male,17.0,3,7.125,0,0,S,0
"Kalvik, Mr. Johannes Halvorsen",Male,21.0,3,8.4333,0,0,S,0
"Karaic, Mr. Milan",Male,30.0,3,7.8958,0,0,S,0
"Karlsson, Mr. Einar Gervasius",Male,21.0,3,7.7958,0,0,S,1
"Karlsson, Mr. Julius Konrad Eugen",Male,33.0,3,7.8542,0,0,S,0
"Karlsson, Mr. Nils August",Male,22.0,3,7.5208,0,0,S,0
"Karun, Miss. Manca",Female,4.0,3,13.4167,0,1,C,1
"Karun, Mr. Franz",Male,39.0,3,13.4167,0,1,C,1
"Kassem, Mr. Fared",Male,28.0,3,7.2292,0,0,C,0
"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",Male,18.5,3,7.2292,0,0,C,0
"Keane, Mr. Andrew ""Andy""",Male,28.0,3,7.75,0,0,Q,0
"Keefe, Mr. Arthur",Male,28.0,3,7.25,0,0,S,0
"Kelly, Miss. Anna Katherine ""Annie Kate""",Female,28.0,3,7.75,0,0,Q,1
"Kelly, Miss. Mary",Female,28.0,3,7.75,0,0,Q,1
"Kelly, Mr. James",Male,34.5,3,7.8292,0,0,Q,0
"Kelly, Mr. James",Male,44.0,3,8.05,0,0,S,0
"Kennedy, Mr. John",Male,28.0,3,7.75,0,0,Q,1
"Khalil, Mr. Betros",Male,28.0,3,14.4542,1,0,C,0
"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",Female,28.0,3,14.4542,1,0,C,0
"Kiernan, Mr. John",Male,28.0,3,7.75,1,0,Q,0
"Kiernan, Mr. Philip",Male,28.0,3,7.75,1,0,Q,0
"Kilgannon, Mr. Thomas J",Male,28.0,3,7.7375,0,0,Q,0
"Kink, Miss. Maria",Female,22.0,3,8.6625,2,0,S,0
"Kink, Mr. Vincenz",Male,26.0,3,8.6625,2,0,S,0
"Kink-Heilmann, Miss. Luise Gretchen",Female,4.0,3,22.025,0,2,S,1
"Kink-Heilmann, Mr. Anton",Male,29.0,3,22.025,3,1,S,1
"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",Female,26.0,3,22.025,1,1,S,1
"Klasen, Miss. Gertrud Emilia",Female,1.0,3,12.1833,1,1,S,0
"Klasen, Mr. Klas Albin",Male,18.0,3,7.8542,1,1,S,0
"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",Female,36.0,3,12.1833,0,2,S,0
"Kraeff, Mr. Theodor",Male,28.0,3,7.8958,0,0,C,0
"Krekorian, Mr. Neshan",Male,25.0,3,7.2292,0,0,C,1
"Lahoud, Mr. Sarkis",Male,28.0,3,7.225,0,0,C,0
"Laitinen, Miss. Kristina Sofia",Female,37.0,3,9.5875,0,0,S,0
"Laleff, Mr. Kristo",Male,28.0,3,7.8958,0,0,S,0
"Lam, Mr. Ali",Male,28.0,3,56.4958,0,0,S,1
"Lam, Mr. Len",Male,28.0,3,56.4958,0,0,S,0
"Landergren, Miss. Aurora Adelia",Female,22.0,3,7.25,0,0,S,1
"Lane, Mr. Patrick",Male,28.0,3,7.75,0,0,Q,0
"Lang, Mr. Fang",Male,26.0,3,56.4958,0,0,S,1
"Larsson, Mr. August Viktor",Male,29.0,3,9.4833,0,0,S,0
"Larsson, Mr. Bengt Edvin",Male,29.0,3,7.775,0,0,S,0
"Larsson-Rondberg, Mr. Edvard A",Male,22.0,3,7.775,0,0,S,0
"Leeni, Mr. Fahim (""Philip Zenni"")",Male,22.0,3,7.225,0,0,C,1
"Lefebre, Master. Henry Forbes",Male,28.0,3,25.4667,3,1,S,0
"Lefebre, Miss. Ida",Female,28.0,3,25.4667,3,1,S,0
"Lefebre, Miss. Jeannie",Female,28.0,3,25.4667,3,1,S,0
"Lefebre, Miss. Mathilde",Female,28.0,3,25.4667,3,1,S,0
"Lefebre, Mrs. Frank (Frances)",Female,28.0,3,25.4667,0,4,S,0
"Leinonen, Mr. Antti Gustaf",Male,32.0,3,7.925,0,0,S,0
"Lemberopolous, Mr. Peter L",Male,34.5,3,6.4375,0,0,C,0
"Lennon, Miss. Mary",Female,28.0,3,15.5,1,0,Q,0
"Lennon, Mr. Denis",Male,28.0,3,15.5,1,0,Q,0
"Leonard, Mr. Lionel",Male,36.0,3,0.0,0,0,S,0
"Lester, Mr. James",Male,39.0,3,24.15,0,0,S,0
"Lievens, Mr. Rene Aime",Male,24.0,3,9.5,0,0,S,0
"Lindahl, Miss. Agda Thorilda Viktoria",Female,25.0,3,7.775,0,0,S,0
"Lindblom, Miss. Augusta Charlotta",Female,45.0,3,7.75,0,0,S,0
"Lindell, Mr. Edvard Bengtsson",Male,36.0,3,15.55,1,0,S,0
"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",Female,30.0,3,15.55,1,0,S,0
"Lindqvist, Mr. Eino William",Male,20.0,3,7.925,1,0,S,1
"Linehan, Mr. Michael",Male,28.0,3,7.8792,0,0,Q,0
"Ling, Mr. Lee",Male,28.0,3,56.4958,0,0,S,0
"Lithman, Mr. Simon",Male,28.0,3,7.55,0,0,S,0
"Lobb, Mr. William Arthur",Male,30.0,3,16.1,1,0,S,0
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Female,26.0,3,16.1,1,0,S,0
"Lockyer, Mr. Edward",Male,28.0,3,7.8792,0,0,S,0
"Lovell, Mr. John Hall (""Henry"")",Male,20.5,3,7.25,0,0,S,0
"Lulic, Mr. Nikola",Male,27.0,3,8.6625,0,0,S,1
"Lundahl, Mr. Johan Svensson",Male,51.0,3,7.0542,0,0,S,0
"Lundin, Miss. Olga Elida",Female,23.0,3,7.8542,0,0,S,1
"Lundstrom, Mr. Thure Edvin",Male,32.0,3,7.5792,0,0,S,1
"Lyntakoff, Mr. Stanko",Male,28.0,3,7.8958,0,0,S,0
"MacKay, Mr. George William",Male,28.0,3,7.55,0,0,S,0
"Madigan, Miss. Margaret ""Maggie""",Female,28.0,3,7.75,0,0,Q,1
"Madsen, Mr. Fridtjof Arne",Male,24.0,3,7.1417,0,0,S,1
"Maenpaa, Mr. Matti Alexanteri",Male,22.0,3,7.125,0,0,S,0
"Mahon, Miss. Bridget Delia",Female,28.0,3,7.8792,0,0,Q,0
"Mahon, Mr. John",Male,28.0,3,7.75,0,0,Q,0
"Maisner, Mr. Simon",Male,28.0,3,8.05,0,0,S,0
"Makinen, Mr. Kalle Edvard",Male,29.0,3,7.925,0,0,S,0
"Mamee, Mr. Hanna",Male,28.0,3,7.2292,0,0,C,1
"Mangan, Miss. Mary",Female,30.5,3,7.75,0,0,Q,0
"Mannion, Miss. Margareth",Female,28.0,3,7.7375,0,0,Q,1
"Mardirosian, Mr. Sarkis",Male,28.0,3,7.2292,0,0,C,0
"Markoff, Mr. Marin",Male,35.0,3,7.8958,0,0,C,0
"Markun, Mr. Johann",Male,33.0,3,7.8958,0,0,S,0
"Masselmani, Mrs. Fatima",Female,28.0,3,7.225,0,0,C,1
"Matinoff, Mr. Nicola",Male,28.0,3,7.8958,0,0,C,0
"McCarthy, Miss. Catherine ""Katie""",Female,28.0,3,7.75,0,0,Q,1
"McCormack, Mr. Thomas Joseph",Male,28.0,3,7.75,0,0,Q,1
"McCoy, Miss. Agnes",Female,28.0,3,23.25,2,0,Q,1
"McCoy, Miss. Alicia",Female,28.0,3,23.25,2,0,Q,1
"McCoy, Mr. Bernard",Male,28.0,3,23.25,2,0,Q,1
"McDermott, Miss. Brigdet Delia",Female,28.0,3,7.7875,0,0,Q,1
"McEvoy, Mr. Michael",Male,28.0,3,15.5,0,0,Q,0
"McGovern, Miss. Mary",Female,28.0,3,7.8792,0,0,Q,1
"McGowan, Miss. Anna ""Annie""",Female,15.0,3,8.0292,0,0,Q,1
"McGowan, Miss. Katherine",Female,35.0,3,7.75,0,0,Q,0
"McMahon, Mr. Martin",Male,28.0,3,7.75,0,0,Q,0
"McNamee, Mr. Neal",Male,24.0,3,16.1,1,0,S,0
"McNamee, Mrs. Neal (Eileen O'Leary)",Female,19.0,3,16.1,1,0,S,0
"McNeill, Miss. Bridget",Female,28.0,3,7.75,0,0,Q,0
"Meanwell, Miss. (Marion Ogden)",Female,28.0,3,8.05,0,0,S,0
"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,28.0,3,8.05,0,0,S,0
"Meo, Mr. Alfonzo",Male,55.5,3,8.05,0,0,S,0
"Mernagh, Mr. Robert",Male,28.0,3,7.75,0,0,Q,0
"Midtsjo, Mr. Karl Albert",Male,21.0,3,7.775,0,0,S,1
"Miles, Mr. Frank",Male,28.0,3,8.05,0,0,S,0
"Mineff, Mr. Ivan",Male,24.0,3,7.8958,0,0,S,0
"Minkoff, Mr. Lazar",Male,21.0,3,7.8958,0,0,S,0
"Mionoff, Mr. Stoytcho",Male,28.0,3,7.8958,0,0,S,0
"Mitkoff, Mr. Mito",Male,28.0,3,7.8958,0,0,S,0
"Mockler, Miss. Helen Mary ""Ellie""",Female,28.0,3,7.8792,0,0,Q,1
"Moen, Mr. Sigurd Hansen",Male,25.0,3,7.65,0,0,S,0
"Moor, Master. Meier",Male,6.0,3,12.475,0,1,S,1
"Moor, Mrs. (Beila)",Female,27.0,3,12.475,0,1,S,1
"Moore, Mr. Leonard Charles",Male,28.0,3,8.05,0,0,S,0
"Moran, Miss. Bertha",Female,28.0,3,24.15,1,0,Q,1
"Moran, Mr. Daniel J",Male,28.0,3,24.15,1,0,Q,0
"Moran, Mr. James",Male,28.0,3,8.4583,0,0,Q,0
"Morley, Mr. William",Male,34.0,3,8.05,0,0,S,0
